"File","Line","Crate","RiskLevel","Context","Code"
"astraweave-materials\src\lib.rs","251","astraweave-materials","P0-Critical","compile_to_wgsl(&g)","let (wgsl, _b) = compile_to_wgsl(&g).unwrap();"
"astraweave-materials\src\lib.rs","189","astraweave-materials","P0-Critical","compile_to_wgsl(&g)","let (wgsl, binds) = compile_to_wgsl(&g).unwrap();"
"astraweave-memory\src\components.rs","540","astraweave-memory","P0-Critical",".unwrap();",".unwrap();"
"astraweave-memory\src\compression.rs","297","astraweave-memory","P0-Critical","engine.compress_memory(&mut memory)","engine.compress_memory(&mut memory).unwrap();"
"astraweave-memory\src\compression.rs","309","astraweave-memory","P0-Critical","engine.should_compress(&memory)","let should_compress = engine.should_compress(&memory).unwrap();"
"astraweave-memory\src\consolidation.rs","270","astraweave-memory","P0-Critical","engine.consolidate(&mut memories)","let result = engine.consolidate(&mut memories).unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","420","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","423","astraweave-memory","P0-Critical","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","413","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","394","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","384","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\dynamic_weighting.rs","398","astraweave-memory","P0-Critical","manager.update_from_profile(&storage)","manager.update_from_profile(&storage).unwrap();"
"astraweave-memory\src\forgetting.rs","360","astraweave-memory","P0-Critical","engine.update_memory_strength(&mut memory)","engine.update_memory_strength(&mut memory).unwrap();"
"astraweave-memory\src\forgetting.rs","372","astraweave-memory","P0-Critical","engine.should_forget(&memory)","let should_forget = engine.should_forget(&memory).unwrap();"
"astraweave-memory\src\forgetting.rs","395","astraweave-memory","P0-Critical","engine.update_memory_strength(&mut memory1)","engine.update_memory_strength(&mut memory1).unwrap();"
"astraweave-memory\src\forgetting.rs","396","astraweave-memory","P0-Critical","engine.update_memory_strength(&mut memory2)","engine.update_memory_strength(&mut memory2).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","533","astraweave-memory","P0-Critical","validator.validate_batch(&actions, &storage)","let results = validator.validate_batch(&actions, &storage).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","525","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","514","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","505","astraweave-memory","P0-Critical","validator.validate_action(""buff"", ""test"", &storage)","validator.validate_action(""buff"", ""test"", &storage).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","502","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","480","astraweave-memory","P0-Critical","validator.validate_action(""attack"", ""combat"", &storage)","let result2 = validator.validate_action(""attack"", ""combat"", &storage).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","491","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","473","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","462","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","454","astraweave-memory","P0-Critical","validator.validate_action(""unknown_action"", ""test"", &storage)","let result = validator.validate_action(""unknown_action"", ""test"", &storage).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","451","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","444","astraweave-memory","P0-Critical","validator.validate_action(""healing_spell"", ""combat"", &storage)","let result = validator.validate_action(""healing_spell"", ""combat"", &storage).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","441","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","429","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\learned_behavior_validator.rs","477","astraweave-memory","P0-Critical","validator.validate_action(""attack"", ""combat"", &storage)","let result1 = validator.validate_action(""attack"", ""combat"", &storage).unwrap();"
"astraweave-memory\src\memory_manager.rs","370","astraweave-memory","P0-Critical","manager.cleanup_weak_memories()","let removed = manager.cleanup_weak_memories().unwrap();"
"astraweave-memory\src\memory_manager.rs","367","astraweave-memory","P0-Critical","manager.store_memory(memory)","manager.store_memory(memory).unwrap();"
"astraweave-memory\src\memory_manager.rs","356","astraweave-memory","P0-Critical","manager.get_cluster_memories(&cluster_id)","let cluster_memories = manager.get_cluster_memories(&cluster_id).unwrap();"
"astraweave-memory\src\memory_manager.rs","349","astraweave-memory","P0-Critical","manager.store_memory(memory1)","manager.store_memory(memory1).unwrap();"
"astraweave-memory\src\memory_manager.rs","350","astraweave-memory","P0-Critical","manager.store_memory(memory2)","manager.store_memory(memory2).unwrap();"
"astraweave-memory\src\memory_manager.rs","331","astraweave-memory","P0-Critical","manager.store_memory(memory)","manager.store_memory(memory).unwrap();"
"astraweave-memory\src\memory_manager.rs","354","astraweave-memory","P0-Critical",".unwrap();",".unwrap();"
"astraweave-memory\src\preference_profile.rs","400","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\preference_profile.rs","415","astraweave-memory","P0-Critical","builder.build_profile(&storage)","let profile = builder.build_profile(&storage).unwrap();"
"astraweave-memory\src\preference_profile.rs","411","astraweave-memory","P0-Critical","storage.store_memory(&episode.to_memory()","storage.store_memory(&episode.to_memory().unwrap()).unwrap();"
"astraweave-memory\src\retrieval.rs","432","astraweave-memory","P0-Critical","engine.retrieve(&context, &memories)","let results = engine.retrieve(&context, &memories).unwrap();"
"astraweave-memory\src\retrieval.rs","454","astraweave-memory","P0-Critical","engine.find_similar(&target_memory, &all_memories)","let results = engine.find_similar(&target_memory, &all_memories).unwrap();"
"astraweave-memory\src\sharing.rs","493","astraweave-memory","P0-Critical","engine.share_memory(&request, &memory, ""owner"")","engine.share_memory(&request, &memory, ""owner"").unwrap();"
"astraweave-memory\src\sharing.rs","452","astraweave-memory","P0-Critical","engine.share_memory(&request, &memory, ""owner"")","let result = engine.share_memory(&request, &memory, ""owner"").unwrap();"
"astraweave-memory\src\storage.rs","467","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\storage.rs","510","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\storage.rs","459","astraweave-memory","P0-Critical","storage.query_by_type(MemoryType::Episodic)","let episodic_ids = storage.query_by_type(MemoryType::Episodic).unwrap();"
"astraweave-memory\src\storage.rs","471","astraweave-memory","P0-Critical","storage.store_memory(&memory)","storage.store_memory(&memory).unwrap();"
"astraweave-memory\src\storage.rs","473","astraweave-memory","P0-Critical","storage.query_by_tag(""combat"")","let combat_memories = storage.query_by_tag(""combat"").unwrap();"
"astraweave-memory\src\storage.rs","477","astraweave-memory","P0-Critical","storage.get_all_tags()","let all_tags = storage.get_all_tags().unwrap();"
"astraweave-memory\src\storage.rs","502","astraweave-memory","P0-Critical","storage.delete_memory(""delete_me"")","let deleted = storage.delete_memory(""delete_me"").unwrap();"
"astraweave-memory\src\storage.rs","485","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\storage.rs","498","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""delete_me"", MemoryType::Episodic, 0.8)).unwrap();","storage.store_memory(&create_test_memory(""delete_me"", MemoryType::Episodic, 0.8)).unwrap();"
"astraweave-memory\src\storage.rs","487","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""low"", MemoryType::Episodic, 0.3)).unwrap();","storage.store_memory(&create_test_memory(""low"", MemoryType::Episodic, 0.3)).unwrap();"
"astraweave-memory\src\storage.rs","488","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""high"", MemoryType::Episodic, 0.9)).unwrap();","storage.store_memory(&create_test_memory(""high"", MemoryType::Episodic, 0.9)).unwrap();"
"astraweave-memory\src\storage.rs","490","astraweave-memory","P0-Critical","storage.query_important(0.5, 10)","let important = storage.query_important(0.5, 10).unwrap();"
"astraweave-memory\src\storage.rs","512","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8)).unwrap();","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8)).unwrap();"
"astraweave-memory\src\storage.rs","457","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9)).unwrap();","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.9)).unwrap();"
"astraweave-memory\src\storage.rs","497","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\storage.rs","513","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.7)).unwrap();","storage.store_memory(&create_test_memory(""sem1"", MemoryType::Semantic, 0.7)).unwrap();"
"astraweave-memory\src\storage.rs","515","astraweave-memory","P0-Critical","storage.get_stats()","let stats = storage.get_stats().unwrap();"
"astraweave-memory\src\storage.rs","456","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7)).unwrap();","storage.store_memory(&create_test_memory(""ep2"", MemoryType::Episodic, 0.7)).unwrap();"
"astraweave-memory\src\storage.rs","455","astraweave-memory","P0-Critical","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8)).unwrap();","storage.store_memory(&create_test_memory(""ep1"", MemoryType::Episodic, 0.8)).unwrap();"
"astraweave-memory\src\storage.rs","453","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-memory\src\storage.rs","437","astraweave-memory","P0-Critical","MemoryStorage::in_memory()","let mut storage = MemoryStorage::in_memory().unwrap();"
"astraweave-net-ecs\src\lib.rs","263","astraweave-net-ecs","P0-Critical","accept_async(stream).await","let ws_stream = accept_async(stream).await.unwrap();"
"astraweave-net-ecs\src\lib.rs","319","astraweave-net-ecs","P0-Critical","let client = world.get::<CNetworkClient>(entity).unwrap();","let client = world.get::<CNetworkClient>(entity).unwrap();"
"astraweave-net-ecs\src\lib.rs","350","astraweave-net-ecs","P0-Critical","let client = world.get::<CNetworkClient>(entity).unwrap();","let client = world.get::<CNetworkClient>(entity).unwrap();"
"astraweave-net-ecs\src\lib.rs","376","astraweave-net-ecs","P0-Critical","let authority = world.get::<CNetworkAuthority>(entity).unwrap();","let authority = world.get::<CNetworkAuthority>(entity).unwrap();"
"astraweave-net-ecs\src\lib.rs","426","astraweave-net-ecs","P0-Critical","let authority = app.world.get::<CNetworkAuthority>(server_entity).unwrap();","let authority = app.world.get::<CNetworkAuthority>(server_entity).unwrap();"
"astraweave-net-ecs\src\lib.rs","422","astraweave-net-ecs","P0-Critical","let client = app.world.get::<CNetworkClient>(client_entity).unwrap();","let client = app.world.get::<CNetworkClient>(client_entity).unwrap();"
"astraweave-net\src\lib.rs","651","astraweave-net","P0-Critical",".unwrap()",".unwrap()"
"astraweave-net\src\lib.rs","660","astraweave-net","P0-Critical",".unwrap()",".unwrap()"
"astraweave-observability\src\llm_telemetry.rs","685","astraweave-observability","P0-Critical",".unwrap();",".unwrap();"
"astraweave-observability\src\llm_telemetry.rs","681","astraweave-observability","P0-Critical",".unwrap()",".unwrap()"
"astraweave-observability\src\llm_telemetry.rs","1104","astraweave-observability","P0-Critical",".unwrap();",".unwrap();"
"astraweave-observability\src\llm_telemetry.rs","1117","astraweave-observability","P0-Critical","telemetry.get_dashboard_data().await","let dashboard = telemetry.get_dashboard_data().await.unwrap();"
"astraweave-observability\src\llm_telemetry.rs","683","astraweave-observability","P0-Critical",".unwrap()",".unwrap()"
"astraweave-optimization\src\batch_inference.rs","634","astraweave-optimization","P0-Critical","await",").await.unwrap();"
"astraweave-optimization\src\prompt_cache.rs","642","astraweave-optimization","P0-Critical","cache.lookup(""Test prompt"").await","let result = cache.lookup(""Test prompt"").await.unwrap();"
"astraweave-optimization\src\prompt_cache.rs","656","astraweave-optimization","P0-Critical","cache.lookup(""Non-existent prompt"").await","let result = cache.lookup(""Non-existent prompt"").await.unwrap();"
"astraweave-optimization\src\prompt_cache.rs","667","astraweave-optimization","P0-Critical","cache.store(""Test prompt"", ""Test response"", 0.8).await","cache.store(""Test prompt"", ""Test response"", 0.8).await.unwrap();"
"astraweave-optimization\src\prompt_cache.rs","639","astraweave-optimization","P0-Critical","cache.store(""Test prompt"", ""Test response"", 0.8).await","cache.store(""Test prompt"", ""Test response"", 0.8).await.unwrap();"
"astraweave-optimization\src\prompt_cache.rs","673","astraweave-optimization","P0-Critical","cache.lookup(""Test prompt"").await","let result = cache.lookup(""Test prompt"").await.unwrap();"
"astraweave-persistence-ecs\src\lib.rs","258","astraweave-persistence-ecs","P0-Critical","deserialize_ecs_world(&blob)","deserialize_ecs_world(&blob).unwrap();"
"astraweave-persistence-ecs\src\lib.rs","250","astraweave-persistence-ecs","P0-Critical","serialize_ecs_world()","let blob = serialize_ecs_world().unwrap();"
"astraweave-persistence-ecs\src\lib.rs","222","astraweave-persistence-ecs","P0-Critical","tempdir()","let temp_dir = tempdir().unwrap();"
"astraweave-persona\src\llm_persona.rs","892","astraweave-persona","P0-Critical",".unwrap();",".unwrap();"
"astraweave-persona\src\llm_persona.rs","933","astraweave-persona","P0-Critical",".unwrap();",".unwrap();"
"astraweave-persona\src\llm_persona.rs","939","astraweave-persona","P0-Critical","response","let response_text = response.unwrap();"
"astraweave-persona\src\llm_persona.rs","864","astraweave-persona","P0-Critical",".unwrap();",".unwrap();"
"astraweave-persona\src\llm_persona.rs","898","astraweave-persona","P0-Critical",".unwrap();",".unwrap();"
"astraweave-prompts\src\lib.rs","297","astraweave-prompts","P0-Critical",".unwrap()",".unwrap()"
"astraweave-quests\src\llm_quests.rs","751","astraweave-quests","P0-Critical",".unwrap();",".unwrap();"
"astraweave-rag\src\consolidation.rs","189","astraweave-rag","P0-Critical","engine.consolidate(memories)","let (consolidated, result) = engine.consolidate(memories).unwrap();"
"astraweave-rag\src\forgetting.rs","302","astraweave-rag","P0-Critical","engine.strengthen_memory(""test_id"", 0.1)","engine.strengthen_memory(""test_id"", 0.1).unwrap();"
"astraweave-rag\src\forgetting.rs","292","astraweave-rag","P0-Critical","engine.process_forgetting(memories)","let (retained, result) = engine.process_forgetting(memories).unwrap();"
"astraweave-rag\src\injection.rs","238","astraweave-rag","P0-Critical","engine.inject(&context, &memories)","let result = engine.inject(&context, &memories).unwrap();"
"astraweave-rag\src\lib.rs","521","astraweave-rag","P0-Critical",".unwrap()",".unwrap()"
"astraweave-rag\src\pipeline.rs","799","astraweave-rag","P0-Critical","r1.unwrap()","let id1 = r1.unwrap().unwrap();"
"astraweave-rag\src\pipeline.rs","609","astraweave-rag","P0-Critical",".unwrap()",".unwrap()"
"astraweave-rag\src\pipeline.rs","800","astraweave-rag","P0-Critical","r2.unwrap()","let id2 = r2.unwrap().unwrap();"
"astraweave-rag\src\pipeline.rs","617","astraweave-rag","P0-Critical",".unwrap()",".unwrap()"
"astraweave-rag\src\pipeline.rs","772","astraweave-rag","P0-Critical",".unwrap();",".unwrap();"
"astraweave-rag\src\retrieval.rs","170","astraweave-rag","P0-Critical","engine.search(&query, &memories)","let results = engine.search(&query, &memories).unwrap();"
"astraweave-render\benches\phase2_benches.rs","48","astraweave-render","P0-Critical","MaterialPackage::from_graph(&g)","let pkg = MaterialPackage::from_graph(&g).unwrap();"
"astraweave-render\src\graph.rs","317","astraweave-render","P0-Critical","g.execute(&mut ctx)","let _ = g.execute(&mut ctx).unwrap();"
"astraweave-render\src\graph.rs","358","astraweave-render","P0-Critical","table.tex(""hdr_target"")","let retrieved = table.tex(""hdr_target"").unwrap();"
"astraweave-render\src\graph.rs","353","astraweave-render","P0-Critical",".unwrap();",".unwrap();"
"astraweave-render\src\material.rs","665","astraweave-render","P0-Critical","toml::from_str(toml_str)","let doc: MaterialsDoc = toml::from_str(toml_str).unwrap();"
"astraweave-render\src\material.rs","687","astraweave-render","P0-Critical","toml::from_str(toml_str)","let arrays: ArraysDoc = toml::from_str(toml_str).unwrap();"
"astraweave-render\src\mesh_registry.rs","46","astraweave-render","P0-Critical","m.aabb()","let (min, max) = m.aabb().unwrap();"
"astraweave-render\src\residency.rs","150","astraweave-render","P0-Critical","db.lock()","let mut db = db.lock().unwrap();"
"astraweave-render\src\residency.rs","166","astraweave-render","P0-Critical","rm.load_asset(&guid)","rm.load_asset(&guid).unwrap();"
"astraweave-render\src\residency.rs","176","astraweave-render","P0-Critical","db.lock()","let mut db = db.lock().unwrap();"
"astraweave-render\src\residency.rs","191","astraweave-render","P0-Critical","rm.load_asset(&guid2)","rm.load_asset(&guid2).unwrap();"
"astraweave-scene\src\gpu_resource_manager.rs","329","astraweave-scene","P0-Critical","furthest","let coord = furthest.unwrap();"
"astraweave-scene\src\lib.rs","818","astraweave-scene","P0-Critical","let retrieved = world.get::<CAnimator>(entity).unwrap();","let retrieved = world.get::<CAnimator>(entity).unwrap();"
"astraweave-scene\src\lib.rs","579","astraweave-scene","P0-Critical","let transform = world.get::<CTransformLocal>(id).unwrap();","let transform = world.get::<CTransformLocal>(id).unwrap();"
"astraweave-scene\src\lib.rs","924","astraweave-scene","P0-Critical","let matrices = world.get::<CJointMatrices>(entity).unwrap();","let matrices = world.get::<CJointMatrices>(entity).unwrap();"
"astraweave-scene\src\lib.rs","897","astraweave-scene","P0-Critical","let retrieved = world.get::<CSkeleton>(entity).unwrap();","let retrieved = world.get::<CSkeleton>(entity).unwrap();"
"astraweave-scene\src\lib.rs","845","astraweave-scene","P0-Critical","let animator = world.get::<CAnimator>(entity).unwrap();","let animator = world.get::<CAnimator>(entity).unwrap();"
"astraweave-scene\src\lib.rs","874","astraweave-scene","P0-Critical","let animator = world.get::<CAnimator>(entity).unwrap();","let animator = world.get::<CAnimator>(entity).unwrap();"
"astraweave-scene\src\partitioned_scene.rs","281","astraweave-scene","P0-Critical","scene.update_streaming(camera_pos).await","scene.update_streaming(camera_pos).await.unwrap();"
"astraweave-scene\src\streaming.rs","393","astraweave-scene","P0-Critical","manager.update(camera_pos).await","manager.update(camera_pos).await.unwrap();"
"astraweave-scene\src\streaming.rs","408","astraweave-scene","P0-Critical","manager.force_load_cell(coord).await","manager.force_load_cell(coord).await.unwrap();"
"astraweave-scene\src\streaming.rs","412","astraweave-scene","P0-Critical","manager.force_unload_cell(coord).await","manager.force_unload_cell(coord).await.unwrap();"
"astraweave-scene\src\streaming.rs","433","astraweave-scene","P0-Critical","manager.force_load_cell(coord).await","manager.force_load_cell(coord).await.unwrap();"
"astraweave-sdk\src\lib.rs","421","astraweave-sdk","P0-Critical",".unwrap()",".unwrap()"
"astraweave-security\src\lib.rs","269","astraweave-security","P0-Critical",".unwrap()",".unwrap()"
"astraweave-security\src\lib.rs","434","astraweave-security","P0-Critical","sanitize_llm_prompt(""Hello, how are you?"", &validator)","let result = sanitize_llm_prompt(""Hello, how are you?"", &validator).unwrap();"
"astraweave-security\src\lib.rs","504","astraweave-security","P0-Critical",".unwrap();",".unwrap();"
"astraweave-security\src\lib.rs","190","astraweave-security","P0-Critical",".unwrap()",".unwrap()"
"astraweave-terrain\src\chunk.rs","297","astraweave-terrain","P0-Critical","let heightmap = Heightmap::new(HeightmapConfig::default()).unwrap();","let heightmap = Heightmap::new(HeightmapConfig::default()).unwrap();"
"astraweave-terrain\src\climate.rs","382","astraweave-terrain","P0-Critical","climate.sample_chunk(chunk_id, 256.0, 32)","let climate_data = climate.sample_chunk(chunk_id, 256.0, 32).unwrap();"
"astraweave-terrain\src\erosion.rs","113","astraweave-terrain","P0-Critical","Heightmap::new(config)","let mut heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\erosion.rs","132","astraweave-terrain","P0-Critical","Heightmap::new(config)","let mut heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","368","astraweave-terrain","P0-Critical","Heightmap::new(config)","let mut heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","383","astraweave-terrain","P0-Critical","Heightmap::new(config)","let heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","395","astraweave-terrain","P0-Critical","Heightmap::new(config)","let heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","351","astraweave-terrain","P0-Critical","Heightmap::new(config)","let mut heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","338","astraweave-terrain","P0-Critical","Heightmap::new(config)","let mut heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\heightmap.rs","329","astraweave-terrain","P0-Critical","Heightmap::new(config)","let heightmap = Heightmap::new(config).unwrap();"
"astraweave-terrain\src\noise_gen.rs","315","astraweave-terrain","P0-Critical","noise.generate_heightmap(chunk_id, 256.0, 64)","let heightmap = noise.generate_heightmap(chunk_id, 256.0, 64).unwrap();"
"astraweave-terrain\src\noise_simd.rs","198","astraweave-terrain","P0-Critical","noise.generate_heightmap(chunk_id, 256.0, 64)","let scalar_heightmap = noise.generate_heightmap(chunk_id, 256.0, 64).unwrap();"
"astraweave-terrain\src\noise_simd.rs","195","astraweave-terrain","P0-Critical",").unwrap();",").unwrap();"
"astraweave-terrain\src\noise_simd.rs","159","astraweave-terrain","P0-Critical",").unwrap();",").unwrap();"
"astraweave-terrain\src\noise_simd.rs","152","astraweave-terrain","P0-Critical",").unwrap();",").unwrap();"
"astraweave-terrain\src\noise_simd.rs","135","astraweave-terrain","P0-Critical",").unwrap();",").unwrap();"
"astraweave-terrain\src\partition_integration.rs","520","astraweave-terrain","P0-Critical","manager.update_from_camera(camera_pos, 300.0).await","manager.update_from_camera(camera_pos, 300.0).await.unwrap();"
"astraweave-terrain\src\partition_integration.rs","509","astraweave-terrain","P0-Critical","manager.deactivate_cell(cell).await","let unloaded = manager.deactivate_cell(cell).await.unwrap();"
"astraweave-terrain\src\partition_integration.rs","508","astraweave-terrain","P0-Critical","manager.activate_cell(cell).await","manager.activate_cell(cell).await.unwrap();"
"astraweave-terrain\src\partition_integration.rs","498","astraweave-terrain","P0-Critical","manager.activate_cell(cell).await","let loaded = manager.activate_cell(cell).await.unwrap();"
"astraweave-terrain\src\scatter.rs","435","astraweave-terrain","P0-Critical","Heightmap::new(heightmap_config)","let mut heightmap = Heightmap::new(heightmap_config).unwrap();"
"astraweave-ui\src\panels.rs","213","astraweave-ui","P0-Critical","serde_json::to_string_pretty(tlv)","let s = serde_json::to_string_pretty(tlv).unwrap();"
"astraweave-ui\src\persistence.rs","106","astraweave-ui","P0-Critical","path","let path = path.unwrap();"
"astraweave-weaving\src\adjudicator.rs","285","astraweave-weaving","P0-Critical","config.to_toml()","let toml_str = config.to_toml().unwrap();"
"astraweave-weaving\src\adjudicator.rs","286","astraweave-weaving","P0-Critical","WeaveConfig::from_toml(&toml_str)","let parsed = WeaveConfig::from_toml(&toml_str).unwrap();"
"net\aw-net-client\src\main.rs","80","unknown","P0-Critical","postcard::to_allocvec(&cmd)","let blob = postcard::to_allocvec(&cmd).unwrap();"
"net\aw-net-client\src\main.rs","116","unknown","P0-Critical","postcard::from_bytes(&bytes)","let st: DemoState = postcard::from_bytes(&bytes).unwrap();"
"net\aw-net-client\src\main.rs","108","unknown","P0-Critical","lz4_flex::decompress_size_prepended(&payload)","lz4_flex::decompress_size_prepended(&payload).unwrap()"
"net\aw-net-server\src\main.rs","84","unknown","P0-Critical","parse()","let addr: SocketAddr = ""0.0.0.0:8789"".parse().unwrap();"
"net\aw-net-server\src\main.rs","91","unknown","P0-Critical","parse()","let ws_addr: SocketAddr = ""0.0.0.0:8788"".parse().unwrap();"
"net\aw-net-server\src\main.rs","301","unknown","P0-Critical","rooms.get_mut(rid)","let room = rooms.get_mut(rid).unwrap();"
"net\aw-net-server\src\main.rs","314","unknown","P0-Critical","postcard::to_allocvec(&demo)","let raw = postcard::to_allocvec(&demo).unwrap();"
"net\aw-net-server\src\main.rs","87","unknown","P0-Critical","axum::serve(listener, http_app).await","axum::serve(listener, http_app).await.unwrap();"
"net\aw-net-server\src\main.rs","86","unknown","P0-Critical","TcpListener::bind(addr).await","let listener = TcpListener::bind(addr).await.unwrap();"
"persistence\aw-save\src\lib.rs","58","unknown","P0-Critical","format_description::parse(""[year][month][day]T[hour][minute][second]Z"")","format_description::parse(""[year][month][day]T[hour][minute][second]Z"").unwrap()"
"persistence\aw-save\src\lib.rs","362","unknown","P0-Critical","format_description::parse(""[year][month][day]T[hour][minute][second]Z"")","format_description::parse(""[year][month][day]T[hour][minute][second]Z"").unwrap()"
"persistence\aw-save\src\lib.rs","216","unknown","P0-Critical",".unwrap()",".unwrap()"
"tools\asset_signing.rs","41","unknown","P0-Critical","std::fs::write(tmp, b""hello"")","std::fs::write(tmp, b""hello"").unwrap();"
"tools\asset_signing.rs","44","unknown","P0-Critical","let sig = sign_asset(tmp, &sk.to_bytes()).unwrap();","let sig = sign_asset(tmp, &sk.to_bytes()).unwrap();"
"tools\asset_signing\src\lib.rs","44","unknown","P0-Critical","let sig = sign_asset(tmp, &sk.to_bytes()).unwrap();","let sig = sign_asset(tmp, &sk.to_bytes()).unwrap();"
"tools\asset_signing\src\lib.rs","41","unknown","P0-Critical","std::fs::write(tmp, b""hello"")","std::fs::write(tmp, b""hello"").unwrap();"
"tools\aw_asset_cli\src\main.rs","219","unknown","P0-Critical","pat.find('{')","let start = pat.find('{').unwrap();"
"tools\aw_asset_cli\src\main.rs","220","unknown","P0-Critical","pat.find('}')","let end = pat.find('}').unwrap();"
"tools\aw_asset_cli\src\texture_baker.rs","197","unknown","P0-Critical","mipmaps.last()","let last_mip = mipmaps.last().unwrap();"
"tools\aw_asset_cli\src\texture_baker.rs","478","unknown","P0-Critical","generate_mipmap_chain(&img)","let mipmaps = generate_mipmap_chain(&img).unwrap();"
"tools\aw_asset_cli\src\validators.rs","364","unknown","P0-Critical","parsed","let parsed = parsed.unwrap();"
"tools\aw_build\src\main.rs","251","unknown","P0-Critical","e.path().strip_prefix(assets)","let rel = e.path().strip_prefix(assets).unwrap();"
"tools\aw_build\src\main.rs","297","unknown","P0-Critical","fs::copy(&a, root2.join(""a.txt"")).unwrap();","fs::copy(&a, root2.join(""a.txt"")).unwrap();"
"tools\aw_build\src\main.rs","284","unknown","P0-Critical","tempdir()","let dir = tempdir().unwrap();"
